contig	ID	RCC01	RCC02	RCC03	RCC04	RCC05	RCC6	RCC07	RCC08	RCC09	RCC10	RCC11	RCC12	RCC13	RCC14	RCC15	RCC16	RCC17	RCC18	RCC19	RCC20	RCC21	RCC22	RCC23	RCC24
miR-4636-5p	miR-4636-5p	0	10	1	0	9	6	2	0	0	7	9	0	23	7	0	7	8	4	8	0	6	6	5	11
miR-4755-5p	miR-4755-5p	0	0	0	2	3	0	3	0	3	7	0	0	8	2	0	0	1	2	0	0	5	5	0	0
miR-4781-5p	miR-4781-5p	0	18	10	6	12	31	2	0	0	7	17	7	8	17	0	3	19	8	25	0	6	5	7	9
miR-6755-5p	miR-6755-5p	0	0	0	0	1	1	0	0	0	7	3	4	0	0	0	0	0	0	0	0	2	1	1	8
miR-4329-5p	miR-4329-5p	0	0	2	0	0	2	3	0	4	7	0	6	0	1	4	1	1	0	1	0	4	0	1	4
miR-3974-5p	miR-3974-5p	0	18	7	0	16	13	2	0	4	7	8	1	8	12	3	4	7	3	1	0	11	0	7	13
miR-3155a-5p	miR-3155a-5p	0	0	0	0	0	4	1	0	3	7	6	0	19	6	1	0	6	5	5	3	4	0	0	5
miR-632-3p	miR-632-3p	0	1	1	12	2	4	0	1	11	7	12	5	2	0	2	0	7	1	0	7	9	4	3	2
miR-133a-3p	miR-133a-3p	0	6	1	10	8	2	11	1	0	7	11	0	4	22	4	3	0	14	7	0	13	0	4	66
miR-4478-5p	miR-4478-5p	0	3	3	0	0	9	5	4	5	7	1	7	2	0	24	0	4	5	0	21	4	8	11	6
miR-548ax-5p	miR-548ax-5p	0	0	1	0	3	3	0	2	3	7	5	0	6	0	0	0	1	0	2	0	2	0	1	0
miR-6854-5p	miR-6854-5p	0	4	0	0	0	3	0	0	0	7	0	0	9	0	3	0	11	2	1	7	2	2	5	4
miR-3974-3p	miR-3974-3p	0	0	0	0	0	2	0	0	0	7	0	0	0	3	0	0	1	0	0	0	0	0	0	0
miR-4507-3p	miR-4507-3p	0	1	1	0	5	3	0	5	6	6.5	0	4	2	1	11	0	5	6	1	11	5	6	3	2
miR-3620-5p	miR-3620-5p	0	0	2	0	0	1	3	1	2	6.5	0	0	4	1	0	0	6	4	0	1	0	5	0	0
miR-4766-5p	miR-4766-5p	0	3	2	0	1	0	0	0	3	6	0	2	0	2	3	3	1	2	0	0	1	1	0	2
miR-4772-3p	miR-4772-3p	0	0	5	0	7	10	0	0	0	6	2	6	0	9	11	20	10	8	7	0	8	0	2	1
miR-550a-3-3p	miR-550a-3-3p	0	2	4	0	7	11	2	0	4	6	2	15	20	16	26	9	9	8	7	9	9	3	9	5
miR-1250-5p	miR-1250-5p	0	11	5	6	9	11	4	5	4	6	8	6	12	5	18	15	11	1	8	3	4	3	5	3
miR-4279-3p	miR-4279-3p	0	6	3	0	15	3.666666667	10	10	0	6	7	8	1	8	26	0	4	16	0	20	13	8	6	2
miR-6830-3p	miR-6830-3p	0	2	0	0	3	6	0	0	2	6	0	7	0	0	0	3	1	0	1	0	1	1	0	0
miR-644a-3p	miR-644a-3p	0	3	2	8	3	5	0	1	0	6	2	6	0	5	0	0	4	1	1	3	4	0	0	4
miR-4681-3p	miR-4681-3p	0	3	0	0	0	4	0	0	0	6	3	2	0	0	0	0	0	0	0	0	0	0	0	6
miR-5579-5p	miR-5579-5p	0	2	0	0	0	4	1	0	0	6	1	0	0	0	0	0	7	2	0	0	1	0	0	1
miR-6815-3p	miR-6815-3p	0	0	1	0	6	11	0	0	0	6	5	0	1	1	1	3	1	2	0	0	2	0	1	9
miR-203b-3p	miR-203b-3p	0	21	1	12	1	9	0	0	0	6	4	0	8	29	4	2	1	19	2	13	5	3	2	44
miR-4783-5p	miR-4783-5p	0	5	2	0	6	22	4	0	7	6	2	7	2	5	2	5	5	10	5	2	0	4	0	6
miR-485-3p	miR-485-3p	0	5	2	8	50	12	0	0	0	6	8	0	6	51	0	3	1	23	27	2	18	1	7	30
miR-4510-5p	miR-4510-5p	0	0	0	0	0	2	0	0	1	6	0	0	2	3	0	0	1	0	0	0	0	0	5	0
miR-301b-5p	miR-301b-5p	0	3	0	14	0	1	3	3	2	6	0	2	4	3	0	1	12	5	0	1	5	3	0	0
miR-3135b-5p	miR-3135b-5p	0	14.66666667	1	0	8	33.33333333	0	10	4.333333333	6	6	8	4	7.666666667	6	6	4.333333333	7.333333333	2	5	3	2.333333333	7.333333333	17.33333333
miR-548ap-5p	miR-548ap-5p	0	0	1.898181818	0	5.555555556	8.24	0	0	0.666666667	6	4.9	0	4.846153846	8.383838384	9.307692308	0.08	8	8	3.16	0	2.48	0.384615385	3	10
miR-367-3p	miR-367-3p	0	0	0	0	0	0	0	0	0	6	0	2	2	0	0	0	0	0	0	0	0	3	0	3
miR-5011-3p	miR-5011-3p	0	5	0	0	0	2	0	0	0	6	0	0	3	2	0	0	0	3	2	0	9	0	1	10
miR-509-2-5p	miR-509-2-5p	0	2	0	0	4	1	0	0	1	6	2	0	10	11	0	0	2	8	0	0	2	0	3	30
miR-6845-3p	miR-6845-3p	0	2	0	0	5	4	0	6	3	6	0	4	0	6	14	0	4	2	0	7	9	6	0	2
miR-7159-5p	miR-7159-5p	0	7	2	0	1	10	0	2	0	6	3	7	0	11	5	0	1	2	0	0	0	10	0	2
miR-556-3p	miR-556-3p	0	0	0	0	0	3	0	0	0	6	0	0	0	13	5	2	2	0	1	0	2	0	2	14
miR-7515-3p	miR-7515-3p	0	8	1	0	1	2	2	6	19	6	5	13	4	1	15	3	7	4	4	21	5	6	8	3
miR-122b-3p	miR-122b-3p	0	0	3	0	3	1	0	0	0	6	0	0	0	1	0	3	0	2	9	2	0	0	1	2
miR-551b-3p	miR-551b-3p	0	2	2	0	1	8	9	2	5	6	7	4	5	7	0	4	11	11	2	18	10	2	2	23
miR-6134-3p	miR-6134-3p	0	0	2	0	1	6	5	4	1	6	3	2	0	1	1	1	4	1	3	5	3	5	0	3
miR-12118-5p	miR-12118-5p	0	7	8	0	15	13	1	0	0	6	10	1	5	4	4	3	2	5	1	5	6	6	1	3
miR-4715-5p	miR-4715-5p	0	21	14	0	23	89	8	4	0	6	3	0	3	5	1	8	8	14	0	4	0	3	3	1
miR-12119-3p	miR-12119-3p	0	1	2	0	3	2	0	0	0	6	2	0	0	1	1	0	2	2	0	0	0	3	4	0
miR-608-3p	miR-608-3p	0	4	4	0	1	0	0	0	2	6	5	0	5	1	2	0	0	7	1	3	0	1	3	6
miR-2116-5p	miR-2116-5p	0	0	0	0	6	1	0	0	0	6	5	0	0	0	0	0	0	0	3	0	7	0	0	4
miR-1972-2-3p	miR-1972-2-3p	0	0	0	0	1	3	0	0	4	6	1	0	0	1	0	0	2	3	0	4	0	2	0	0
miR-9986-5p	miR-9986-5p	0	0	2	0	0	2	0	0	8	6	2	1	5	0	0	0	1	0	0	0	1	0	0	2
miR-4280-5p	miR-4280-5p	0	13	1	0	4	3	3	0	4	6	8	3	2	5	8	1	4	10	0	1	3	0	7	1
miR-202-3p	miR-202-3p	0	4	1	0	1	8	1	2	0	6	0	0	3	0	5	0	2	5	0	0	10	1	5	4
miR-548p-5p	miR-548p-5p	0	3.2	0	0	16	5	0	0	0	6	0	0	4	0	0	0	0	2	0	0	1	0	1	1
miR-4772-5p	miR-4772-5p	0	0	6	5	1	8	0	4	6	6	0	6	2	1	6	0	8	5	2	3	2	1	4	3
miR-7111-3p	miR-7111-3p	0	8	3	11	2	2	0	4	5	6	4	1	0	5	10	0	0	6	0	2	3	0	3	11
miR-1290-5p	miR-1290-5p	0	0	0	0	0	2	1	0	0	6	0	0	0	0	0	2	1	0	0	9	0	0	2	0
miR-5571-5p	miR-5571-5p	0	0	0	0	2	3	2	0	0	6	4	3	0	2	0	4	0	0	2	0	3	0	3	5
miR-5685-5p	miR-5685-5p	0	0	0	0	0	2	0	0	1	6	2	2	0	0	1	0	2	0	0	0	1	0	0	0
miR-365b-5p	miR-365b-5p	0	10	3	0	14	10	1	10	3	6	7	8	6	15	0	6	9	0	17	0	15	1	2	6
miR-4323-5p	miR-4323-5p	0	7	0	0	4	2	0	0	1	6	3	1	3	1	0	0	1	1	4	4	4	0	0	0
miR-4758-3p	miR-4758-3p	0	3	3	15	11	9	1	4	0	6	3	11	1	8	9	5	11	9	5	0	10	6	1	4
miR-6716-3p	miR-6716-3p	0	2	0	0	3	4	1	1	8	6	8	0	1	10	10	0	2	2	9	9	8	0	5	19
miR-575-3p	miR-575-3p	0	1	5	0	6	2	1	13	8	6	1	5	4	0	0	3	0	0	2	15	5	1	5	9
miR-5193-5p	miR-5193-5p	0	3	2	0	1	6	4	4	8	6	1	6	7	3	1	0	0	1	2	1	10	2	4	7
miR-34c-5p	miR-34c-5p	0	9	6	9	76	17	1	0	0	6	14	0	8	60	5	13	17	43	21	0	17	0	9	76
miR-4687-5p	miR-4687-5p	0	9	6	10	12	10	5	4	7	6	0	4	9	6	28	5	9	6	5	5	6	3	6	8
miR-3194-3p	miR-3194-3p	0	8	2	8	15	0	0	0	0	6	2	4	5	2	0	14	7	8	7	0	3	14	0	2
miR-3116-1-3p	miR-3116-1-3p	0	2	1	0	2	0	0	0	0	6	0	0	1	0	0	0	12	3	0	6	5	0	2	0
miR-6786-3p	miR-6786-3p	0	0	1	0	2	2	3	0	5	6	6	5	1	2	7	4	13	2	0	8	4	5	4	6
miR-133b-3p	miR-133b-3p	0	10	1	12	5	1	1	0	2	6	7	9	2	4	2	0	8	3	0	0	3	0	3	6
miR-3126-5p	miR-3126-5p	0	4	0	3	2	3	0	0	0	6	1	0	0	0	0	0	3	0	0	0	0	1	2	4
miR-299-3p	miR-299-3p	0	5	0	0	15	8	1	0	0	6	3	2	3	6	10	0	6	5	9	0	2	0	1	27
miR-4775	miR-4775	0	0	0	0	2	2	0	0	0	6	0	1	1	0	3	1	5	2	6	0	1	0	0	1
miR-7114-3p	miR-7114-3p	0	0	1	7	3	0	2	1	4	6	2	0	4	2	0	0	0	0	3	0	0	1	2	0
miR-4531-3p	miR-4531-3p	0	0	4	34	4	5	2	6	1	6	9	2	2	2	6	0	8	8	3	0	4	3	5	10
miR-3911-5p	miR-3911-5p	0	1	0	0	1	1	1	2	9	6	6	3	2	1	2	2	4	4	3	8	3	3	1	1
miR-6754-3p	miR-6754-3p	0	2	2	0	0	0	1	0	22	6	6	1	9	5	1	5	3	1	3	16	9	3	3	2
miR-6165-3p	miR-6165-3p	0	3	1	24	1	4	6	12	0	6	1	8	1	1	2	1	2	0	3	23	2	3	5	0
miR-3688-2-5p	miR-3688-2-5p	0	1	4	0	5	1	3	0	0	6	0	2	2	0	7	0	3	1	1	0	0	0	1	6
miR-3130-1-3p	miR-3130-1-3p	0	9	3	0	0	5	0	1	4	6	2	6	5	3	0	0	8	5	12	9	3	4	5	4
miR-1537-5p	miR-1537-5p	0	0	0	0	3	4	2	0	0	6	0	1	0	0	0	8	0	0	5	0	0	0	0	1
miR-149-3p	miR-149-3p	0	0	4	0	0	3	2	3	14	6	5	0	8	2	5	0	10	1	3	0	3	0	3	7
miR-7706	miR-7706	0	1	5	0	3	0	7	0	7	6	4	0	3	1	0	0	0	4	8	6	2	3	0	2
miR-6128-5p	miR-6128-5p	0	9	1	0	3	1	4	0	0	6	2	4	1	0	0	2	3	0	0	0	0	0	0	0
miR-4513-3p	miR-4513-3p	0	7	5	8	4	29	13	13	11	6	5	13	2	2	8	3	7	7	5	12	4	10	2	8
miR-187-5p	miR-187-5p	0	0	0	0	1	2	0	0	1	6	0	1	0	0	0	1	1	2	2	0	2	2	3	6
miR-4790-3p	miR-4790-3p	0	1	0	0	0	0	0	0	0	6	2	0	2	7	0	0	1	0	0	0	0	0	0	1
miR-15a-3p	miR-15a-3p	0	1	3	0	11	8	2	0	1	6	4	0	3	3	2	0	8	5	8	0	8	1	4	7
miR-3115	miR-3115	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	4	0	1	0
miR-12115-3p	miR-12115-3p	0	0	1	0	1	4	1	0	7	6	5	5	0	0	0	0	0	0	3	8	2	1	1	0
miR-6839-5p	miR-6839-5p	0	3	0	0	0	5	5	1	0	6	0	3	2	0	1	3	1	0	0	0	4	9	2	4
miR-548e-5p	miR-548e-5p	0	8	3	0	2	0.214285714	0	2	0	6	2	0	0	1	0	3	4	3	0	0	0	0	7	6.333333333
miR-4668-5p	miR-4668-5p	0	5	0	0	3	6	12	7	5	6	3	4	6	5	0	2	14	2	6	13	9	3	2	2
miR-512-2-3p	miR-512-2-3p	0	11	5	8	6	6	4	0	0	6	1	1	16	2	6	2	10	6	12	1	3	8	3	6
miR-6866-3p	miR-6866-3p	0	0	1	0	2	3	0	0	12	6	2	0	0	5	0	0	17	7	7	0	4	1	1	2
miR-548b-3p	miR-548b-3p	0	9	0	0	2	4	7	0	0	6	5	1	0	1	0	0	3	1	4	0	5	0	0	9
miR-3157-5p	miR-3157-5p	0	1	2	7	1	5	0	0	0	6	4	0	3	3	2	0	9	0	10	0	3	0	3	12
miR-3151-3p	miR-3151-3p	0	3	3	4	1	5	1	3	2	6	11	0	0	2	0	7	10	14	13	0	7	1	2	16
miR-4732-3p	miR-4732-3p	0	21	7	3	15	9	30	5	5	6	5	5	7	23	87	2	12	12	24	48	11	34	2	5
miR-548h-5-5p	miR-548h-5-5p	0	3	2	0	7.636363636	9.636363636	0.636363636	0	1	5.909090909	6	2	1	6.045454545	0	0	1	4	4.909090909	0	6	1	2.636363636	8.666666667
miR-587-5p	miR-587-5p	0	2	2	0	0	3	3	0	0	5	0	2	6	3	0	0	1	3	4	5	1	0	0	3
miR-4676-3p	miR-4676-3p	0	0	4	0	5	5	0	0	0	5	0	0	0	1	4	0	0	2	0	0	1	0	0	0
miR-548aw-3p	miR-548aw-3p	0	11	1	0	0	6	1	0	0	5	1	4	10	0	5	11	2	0	16	0	6	3	7	12
miR-2467-5p	miR-2467-5p	0	3	3	0	0	0	0	0	0	5	1	7	1	0	1	0	6	9	0	1	1	3	1	6
miR-4694-3p	miR-4694-3p	0	0	1	0	5	4	4	0	0	5	0	4	0	1	0	0	5	8	0	11	0	0	0	6
miR-3677-3p	miR-3677-3p	0	0	0	0	1	0	0	1	0	5	3	3	0	1	0	0	0	0	0	0	0	0	0	1
miR-6720-3p	miR-6720-3p	0	3	6	0	0	4	0	6	1	5	3	0	0	1	4	5	1	0	0	9	9	4	8	2
miR-1302-1-5p	miR-1302-1-5p	0	0	0	0	0	5	0	0	0	5	1	0	0	0	0	2	7	0	0	0	6	0	1	4
miR-3668-3p	miR-3668-3p	0	0	0	0	0	1	0	0	1	5	1	0	4	0	2	4	0	0	0	0	0	0	0	0
miR-6505-5p	miR-6505-5p	0	4	2	10	4	4	0	7	0	5	2	0	4	3	0	0	10	0	0	0	5	0	0	8
miR-7704-3p	miR-7704-3p	0	2	0	0	0	0	2	0	4	5	1	0	0	2	1	1	0	0	0	0	0	0	1	0
miR-1203-3p	miR-1203-3p	0	0	1	2	0	0	0	1	0	5	0	1	0	0	1	0	2	5	2	5	0	0	2	0
miR-6077-5p	miR-6077-5p	0	0	0	0	0	0	2	0	1.5	5	2	2	0	4	0	0	3	1	3	1	4	0	0	1
miR-4681-5p	miR-4681-5p	0	2	0	0	0	0	0	0	5	5	2	0	0	0	0	0	0	0	0	1	2	0	0	2
miR-4775-3p	miR-4775-3p	0	0	0	0	0	0	1	0	0	5	0	1	2	1	2	0	1	3	5	7	0	3	5	10
miR-3119-2-5p	miR-3119-2-5p	0	1	1	0	0	1	0	3	1	5	0	0	0	0	0	1	4	0	0	5	3	0	2	4
miR-4791-3p	miR-4791-3p	0	0	2	0	3	4	0	0	0	5	1	2	0	0	0	2	0	0	3	0	0	0	1	3
miR-33a-3p	miR-33a-3p	0	0	1	0	1	7	0	0	0	5	6	0	5	20	4	6	5	30	13	0	23	1	16	30
miR-3163-3p	miR-3163-3p	0	3	0	0	2	1	0	1	3	5	0	2	0	3	0	0	0	0	0	0	1	3	1	1
miR-548ba	miR-548ba	0	81	10	0	2	1	0	0	0	5	9	0	6	10	7	6	5	31	10	5	10	0	9	53
miR-3127-3p	miR-3127-3p	0	0	0	15	2	1	0	0	5	5	0	0	3	3	4	4	2	4	2	7	12	0	0	0
let-7a-2-3p	let-7a-2-3p	0	1	0	0	11	9	0	0	0	5	1	0	3	10	0	5	9	6	11	3	5	2	2	19
miR-664b-5p	miR-664b-5p	0	5	0	0	4	2	8	2	3	5	3	4	8	22	0	2	2	1	8	5	0	13	0	7
miR-1343-5p	miR-1343-5p	0	12	8	2	7	11	1	5	5	5	10	0	7	16	1	11	7	3	15	9	5	3	7	2
miR-422a-5p	miR-422a-5p	0	7	2	0	4	6	5	4	12	5	5	7	10	5	0	5	0	11	1	3	4	10	4	7
miR-4426-5p	miR-4426-5p	0	4	0	0	2	0	1	0	0	5	1	13	4	3	2	12	8	0	1	0	0	0	4	3
miR-5694-3p	miR-5694-3p	0	12	6	0	16	12	4	5	2	5	6	0	2	5	0	5	7	0	7	9	3	0	3	2
miR-6835-5p	miR-6835-5p	0	0	3	0	0	0	5	0	7	5	7	12	1	4	0	2	1	5	1	4	4	3	0	6
miR-3116-2-5p	miR-3116-2-5p	0	5	0	0	0	0	0	0	0	5	3	0	0	1	0	0	0	0	0	0	2	0	0	1
miR-4656-5p	miR-4656-5p	0	0	0	0	7	7	4	10	0	5	4	6	8	7	0	1	8	2	0	6	1	8	11	7
miR-199a-1-5p	miR-199a-1-5p	0	5	0	8	6	3	0	1	0	5	4	0	0	13	0	0	1	27	14	0	3	1	0	18
miR-3156-1-5p	miR-3156-1-5p	0	0	0	0	0	0	0	0	8	5	0	5	4	0	0	0	1	5	0	8	4	0	0	10
miR-6769a-3p	miR-6769a-3p	0	11	7	0	6	9	4	4	0	5	1	0	1	2	3	0	3	10	1	4	0	2	0	7
miR-1289-2-3p	miR-1289-2-3p	0	1	4	0	0	5	13	16	13	5	0	7	0	6	6	0	13	5	7	19	3	5	1	7
miR-6761-5p	miR-6761-5p	0	5	8	0	21	0	9	2	4	5	5	10	7	4	10	6	0.5	33	5	17	5	9	8	6
miR-4298-3p	miR-4298-3p	0	0	0	0	7	3	0	0	0	5	2	0	0	1	0	4	0	1	0	0	0	0	1	0
miR-4428-5p	miR-4428-5p	0	0	0	0	1	1	0	0	0	5	0	0	1	0	0	3	0	0	0	0	0	3	0	0
miR-6514-3p	miR-6514-3p	0	2	0	0	6	0	1	0	1	5	1	0	0	8	8	0	1	4	4	0	3	3	0	2
miR-4788-3p	miR-4788-3p	0	0	0	0	0	6	6	0	0	5	0	1	2	0	5	1	3	19	0	0	2	5	0	1
miR-33b-3p	miR-33b-3p	0	4	1	0	0	0	1	0	2	5	1	2	8	8	0	0	10	2	0	0	4	7	2	10
miR-4645-3p	miR-4645-3p	0	11	5	0	20	20	5	0	10	5	6	10	7	2	18	2	13	10	0	7	3	4	2	4
miR-4658-5p	miR-4658-5p	0	3	7	6	2	13	0	0	0	5	6	1	5	16	0	0	5	5	4	0	6	0	7	17
miR-556-5p	miR-556-5p	0	8	1	0	13	4	9	2	0	5	7	3	0	12	0	0	7	4	8	0	16	0	16	27
miR-1260b	miR-1260b	0	3	2	0	0	1	0	0	0	5	1	0	0	6	0	0	3	3	3	0	3	0	1	7
miR-6068-5p	miR-6068-5p	0	1	0	0	2	1	9	0	2	5	2	0	1	0	0	0	4	4	1	2	18	0	2	1
miR-4742-5p	miR-4742-5p	0	2	0	0	1	0	0	0	4	5	2	0	0	17	5	0	3	0	0	3	1	7	2	10
miR-6871-3p	miR-6871-3p	0	7	2	6	0	2	0	2	0	5	3	2	0	0	6	3	1	0	6	1	4	0	0	3
miR-6825-5p	miR-6825-5p	0	0	0	1	0	0	1	0	0	5	0	0	0	3	0	0	0	1	0	14	0	2	0	4
miR-4716-3p	miR-4716-3p	0	2	1	0	5	4	1	0	0	5	1	0	10	0	0	2	9	0	0	0	3	0	0	0
miR-1183-5p	miR-1183-5p	0	2	2	0	0	2	2	0	0	5	0	0	1	0	1	0	0	2	0	0	0	1	0	0
miR-12126-5p	miR-12126-5p	0	5	15	0	15	15	2	5	7	5	5	3	3	33	8	8	4	4	4	12	5	9	21	9
miR-3152-5p	miR-3152-5p	0	2	1	0	0	5	0	1	10	5	1	0	4	6	0	0	0	8	6	0	3	0	5	1
miR-3085-5p	miR-3085-5p	0	0	4	0	8	3	0	4	1	5	4	1	0	2	0	6	1	7	0	3	0	3	3	2
miR-1276-5p	miR-1276-5p	0	6	3	0	4	6	6	3	5	5	1	1	5	3	0	1	1	2	3	14	7	0	2	4
miR-4676-5p	miR-4676-5p	0	6	0	0	1	8	0	1	0	5	1	0	0	2	0	0	0	0	0	0	0	0	2	0
miR-8067-3p	miR-8067-3p	0	0	2	0	3	2	0	0	7	5	1	0	8	4	0	0	0	5	0	5	1	0	5	1
miR-3129-3p	miR-3129-3p	0	1	3	0	8	2	0	0	0	5	3	0	0	4	0	1	2	1	4	0	1	0	5	3
miR-589-3p	miR-589-3p	0	0	0	0	7	3	0	0	0	5	0	0	20	6	0	2	0	14	1	2	5	3	7	16
miR-153-2-3p	miR-153-2-3p	0	5	4	0	37	20	0	0	0	5	2	0	8	18	0	6	3	17	6	0	17	0	3	6
miR-6079-3p	miR-6079-3p	0	5	1	0	0	0	4	5	5	5	1	0	0	0	0	0	5	0	0	4	0	0	0	0
miR-153-2-5p	miR-153-2-5p	0	7	6	11	3	22	0	0	0	5	3	0	7	4	0	0	0	13	1	0	2	5	7	2
miR-4263-3p	miR-4263-3p	0	4	0	0	0	0	0	0	0	5	1	1	0	1	0	0	2	0	4	0	3	0	0	1
miR-6073-5p	miR-6073-5p	0	1	0	0	1	7	0	7	0	5	0	0	5	1	6	0	0	0	1	1	8	1	1	5
miR-3150b-5p	miR-3150b-5p	0	2	0	0	9	3	0	0	0	5	2	3	0	1	0	6	0	3	0	8	0	0	0	3
miR-4505-5p	miR-4505-5p	0	4	3	0	1	3	2	1	0	5	1	0	0	0	1	0	0	0	2	1	8	3	1	5
miR-6775-5p	miR-6775-5p	0	0	0	0	0	1	4	0	3	5	1	2	6	2	11	0	1	9	1	1	0	3	1	3
miR-942-3p	miR-942-3p	0	1	2	0	0	6	0	0	0	5	0	1	0	1	1	1	7	8	0	0	4	5	1	0
miR-4424-3p	miR-4424-3p	0	1	0	0	2	4	4	0	0	5	3	0	2	3	3	0	6	0	0	0	3	0	2	5
miR-6764-5p	miR-6764-5p	0	6	0	0	0	0	1	0	0	5	3	6	0	0	0	0	4	0	0	0	1	0	0	0
miR-3688-1-3p	miR-3688-1-3p	0	2	1	1	1	0	0	0	0	5	2	2	2	3	0	0	3	4	0	0	0	0	6	11
miR-1301-5p	miR-1301-5p	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	7	2	4
miR-1913-5p	miR-1913-5p	0	5	1	0	6	5	6	19	18	5	8	0	10	3	11	7	2	5	5	20	0	21	4	2
miR-520e-5p	miR-520e-5p	0	0	2	0	4	8	0	0	0	5	0	0	0	2	0	0	4	0	0	0	2	15	5	1
miR-1270-3p	miR-1270-3p	0	1	5	1	0	10	2	3	0	5	3	0	0	0	6	0	2	6	4	0	8	0	2	11
miR-4474-3p	miR-4474-3p	0	6	0	0	4	3	8	0	1	5	4	3	4	5	12	5	14	3	0	17	5	3	3	2
miR-6133-3p	miR-6133-3p	0	3	0	0	1	5	1	0	4	5	0	3	10	0	1	8	5	4	0	9	0	0	0	4
miR-6761-3p	miR-6761-3p	0	2	0	0	0	0	0	0	3	5	0	0	0	2	0	0	1	0	0	0	2	0	0	0
miR-6866-5p	miR-6866-5p	0	7	4	0	3	3	0	0	2	5	3	5	0	3	0	6	1	0	3	0	7	1	5	7
miR-4423-5p	miR-4423-5p	0	15	0	0	0	9	0	2	0	5	2	6	2	3	0	0	1	4	1	0	6	0	2	17
miR-4753-3p	miR-4753-3p	0	0	0	4	6	1	2	3	0	5	0	0	8	0	11	0	3	0	0	7	0	0	0	0
miR-4307-5p	miR-4307-5p	0	2	2	0	0	4	5	0	0	5	0	2	4	1	0	0	8	0	3	0	2	1	1	19
miR-7975	miR-7975	0	4	5	0	6	21	0	0	0	5	2	6	8	2	0	4	13	1	5	0	7	4	3	2
miR-5186-3p	miR-5186-3p	0	0	0	0	0	5	0	0	0	5	2	3	0	0	0	0	1	2	0	0	2	1	4	2
miR-4480-5p	miR-4480-5p	0	2	0	9	4	27	0	0	3	5	0	0	1	3	1	0	0	0	0	0	0	0	0	6
miR-5583-2-5p	miR-5583-2-5p	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	2	2	1	1
miR-639-3p	miR-639-3p	0	7	10	9	6	5	2	8	1	5	3	0	6	6	7	0	11	14	3	0	7	8	5	11
miR-19a-5p	miR-19a-5p	0	0	0	0	1	1	0	0	0	5	0	0	2	0	0	0	0	0	1	0	0	0	1	0
miR-758-3p	miR-758-3p	0	7	0	7	6	0	4	0	0	5	7	1	4	2	0	6	1	16	15	0	7	0	1	12
miR-371b-5p	miR-371b-5p	0	8	1	0	5	5	3	6	0	5	4	0	0	2	0	2	7	5	3	0	8	5	2	0
miR-184-3p	miR-184-3p	0	0	1	0	0	4	7	9	6	5	7	17	6	21	3	1	4	49	6	10	11	0	15	79
miR-8079-5p	miR-8079-5p	0	6	0	0	2	7	1	0	2	5	0	0	4	0	0	0	2	0	0	1	5	0	0	1
miR-4444-2-3p	miR-4444-2-3p	0	5	6	0	7	1	12	0	10	5	1	7	8	3	13	7	11	1	7	12	6	12	2	8
miR-520f-5p	miR-520f-5p	0	2	0	0	1	0	0	1	1	5	2	0	0	1	0	0	0	0	2	2	0	0	0	0
miR-6502-5p	miR-6502-5p	0	1	0	0	1	1	0	0	0	5	1	5	1	0	0	0	7	4	15	0	4	2	0	0
miR-4433b-5p	miR-4433b-5p	0	9	3	1	5	5	0	0	0	5	6	0	1	9	0	0	8	4	10	4	7	0	1	10
miR-6814-5p	miR-6814-5p	0	0	1	0	0	0	0	0	1	5	1	0	0	0	0	0	3	0	4	0	0	1	0	2
miR-1245a-5p	miR-1245a-5p	0	0	0	0	2	7	0	0	0	5	0	1	2	2	0	12	1	0	2	2	8	0	0	2
miR-181b-3p	miR-181b-3p	0	0	2	0	9	0	0	0	0	5	0	0	3	9	0	0	11	5	4	0	15	0	0	15.5
miR-1278-3p	miR-1278-3p	0	1	3	0	4	13	0	0	0	5	2	0	0	0	0	0	0	2	0	0	3	0	0	1
miR-513c-3p	miR-513c-3p	0	21	5	1	2	11	1	8	2	5	5	10	11	4	11	1	2	11	7	0	0	0	11	6
miR-4265-3p	miR-4265-3p	0	6	1	20	0	3	11	10	1	5	0	4	4	0	3	6	0	0	2	1	4	3	2	2
miR-6787-5p	miR-6787-5p	0	0	5	0	1	9	4	3	0	5	5	4	0	1	2	1	12	1	2	4	2	0	3	6
miR-7849-3p	miR-7849-3p	0	1	0	0	0	3	0	2	0	5	0	2	0	5	0	2	3	0	0	5	0	3	0	4
miR-6886-5p	miR-6886-5p	0	15	2	0	16	3	1	4	0	5	2	1	0	14	7	0	5	21	1	12	20	1	7	35
miR-9903	miR-9903	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	2	1	0	0	0	0	0	0	1
miR-5003-3p	miR-5003-3p	0	0	0	0	9	1	2	4	3	4.75	2	5	3	0	8	0	2	0	1	0	2	9	1	0
miR-4499-3p	miR-4499-3p	0	1	3.5	0	0	1	2	2	0	4.5	2	2	5	0	0	0	6.5	1	1	0	0	1	1.5	2
miR-1283-1-3p	miR-1283-1-3p	0	3	0	0	2	3	2	10	0	4.333333333	0	4	1	0	1	0	1	0	0	1	0	3	3	1
